거래년도,품목분류,품목명,판매금액,수량,할인율,수익금액,거래월
2021,Fashion,Shirts,235200,3,0.04,111000,1월
2021,Fashion,Suits,130800,5,0.03,15240,1월
2021,Fashion,Sports Wear,102000,4,0.03,25560,1월
2021,Fashion,Suits,130800,3,0.04,19080,1월
2021,Fashion,Sports Wear,102000,5,0.05,20400,1월
2021,Auto & Accessories,Car Body Covers,140400,1,0.02,41640,1월
2021,Fashion,Titak watch,273600,5,0.02,150240,1월
2021,Auto & Accessories,Car Body Covers,140400,3,0.04,27600,1월
2021,Auto & Accessories,Car Seat Covers,136800,1,0.03,36720,1월
2021,Fashion,Casula Shoes,146400,3,0.04,32880,1월
2021,Home & Furniture,Sofa Covers,259200,5,0.04,111360,1월
2021,Fashion,Fossil Watch,190800,3,0.05,66240,1월
2021,Fashion,Sports Wear,102000,5,0.05,20400,1월
2021,Fashion,T - Shirts,297600,3,0.05,156960,1월
2021,Home & Furniture,Dinning Tables,142800,4,0.02,35400,1월
2021,Fashion,Formal Shoes,255600,5,0.02,134040,1월
2021,Auto & Accessories,Car Speakers,253200,4,0.03,126840,1월
2021,Fashion,Jeans,261600,1,0.02,160320,1월
2021,Auto & Accessories,Bike Tyres,86400,4,0.03,21600,1월
2021,Auto & Accessories,Car & Bike Care,141600,1,0.01,44160,1월
2021,Fashion,Fossil Watch,190800,4,0.03,71880,1월
2021,Fashion,Jeans,261600,3,0.01,157800,1월
2021,Fashion,Formal Shoes,255600,3,0.04,128880,1월
2021,Fashion,Formal Shoes,255600,4,0.03,128880,1월
2021,Home & Furniture,Shoe Rack,148800,1,0.03,48360,1월
2021,Auto & Accessories,Car Speakers,253200,2,0.03,141960,1월
2021,Home & Furniture,Dinning Tables,142800,3,0.04,29640,1월
2021,Fashion,Sneakers,74400,5,0.05,14880,1월
2021,Fashion,Sports Wear,102000,5,0.04,20400,1월
2021,Auto & Accessories,Car Body Covers,140400,4,0.04,21960,1월
2021,Fashion,Sneakers,74400,4,0.05,18600,1월
2021,Auto & Accessories,Car & Bike Care,141600,1,0.01,44160,1월
2021,Auto & Accessories,Car Speakers,253200,5,0.01,144600,1월
2021,Auto & Accessories,Tyre,300000,3,0.02,186000,1월
2021,Fashion,Fossil Watch,190800,2,0.03,83400,1월
2021,Fashion,Running Shoes,268800,5,0.05,105600,1월
2021,Auto & Accessories,Car Media Players,168000,2,0.03,61920,1월
2021,Home & Furniture,Curtains,40800,4,0.05,10200,1월
2021,Auto & Accessories,Bike Tyres,86400,3,0.05,28800,1월
2021,Auto & Accessories,Car Speakers,253200,3,0.03,134400,1월
2021,Home & Furniture,Sofas,80400,4,0.02,20160,1월
2021,Fashion,Suits,130800,4,0.05,8640,1월
2021,Fashion,Jeans,261600,1,0.01,162960,1월
2021,Home & Furniture,Curtains,40800,4,0.01,10200,1월
2021,Auto & Accessories,Bike Tyres,86400,3,0.05,28800,1월
2021,Auto & Accessories,Bike Tyres,86400,2,0.03,43200,1월
2021,Auto & Accessories,Car Seat Covers,136800,5,0.03,20280,1월
2021,Fashion,Suits,130800,3,0.03,23040,1월
2021,Fashion,Sports Wear,102000,2,0.03,51000,1월
2021,Fashion,Formal Shoes,255600,5,0.03,121320,1월
2021,Fashion,Sneakers,74400,4,0.03,18600,1월
2021,Fashion,Shirts,235200,3,0.04,111000,1월
2021,Fashion,Formal Shoes,255600,5,0.05,95760,1월
2021,Fashion,Shirts,235200,2,0.04,120360,1월
2021,Fashion,T - Shirts,297600,1,0.04,189720,1월
2021,Fashion,Suits,130800,1,0.01,33480,1월
2021,Home & Furniture,Umbrellas,84000,5,0.03,16800,1월
2021,Fashion,Titak watch,273600,1,0.03,169440,1월
2021,Fashion,Running Shoes,268800,1,0.04,162000,1월
2021,Auto & Accessories,Car & Bike Care,141600,4,0.04,22920,1월
2021,Fashion,Formal Shoes,255600,4,0.01,149400,1월
2021,Fashion,Jeans,261600,3,0.05,126360,1월
2021,Auto & Accessories,Car Mat,64800,2,0.02,32400,1월
2021,Fashion,Casula Shoes,146400,2,0.03,41640,1월
2021,Fashion,Jeans,261600,2,0.04,144720,1월
2021,Fashion,Sneakers,74400,2,0.02,37200,1월
2021,Fashion,Suits,130800,5,0.04,8640,1월
2021,Fashion,Sports Wear,102000,1,0.05,960,1월
2021,Fashion,Running Shoes,268800,3,0.04,140520,1월
2021,Fashion,Fossil Watch,190800,5,0.05,47160,1월
2021,Fashion,Suits,130800,4,0.05,8640,1월
2021,Fashion,Titak watch,273600,1,0.05,163920,1월
2021,Fashion,Jeans,261600,3,0.01,157800,1월
2021,Auto & Accessories,Bike Tyres,86400,5,0.02,17280,1월
2021,Fashion,Shirts,235200,3,0.01,132120,1월
2021,Fashion,Sports Wear,102000,4,0.05,25560,1월
2021,Fashion,Running Shoes,268800,3,0.05,132480,1월
2021,Fashion,Suits,130800,5,0.03,15240,1월
2021,Fashion,Sports Wear,102000,4,0.04,25560,1월
2021,Auto & Accessories,Car Body Covers,140400,3,0.04,27600,1월
2021,Fashion,Jeans,261600,5,0.05,100200,1월
2021,Fashion,Suits,130800,2,0.05,21720,1월
2021,Auto & Accessories,Bike Tyres,86400,5,0.01,17280,1월
2021,Auto & Accessories,Bike Tyres,86400,4,0.02,21600,1월
2021,Fashion,Running Shoes,268800,5,0.01,159360,1월
2021,Fashion,Sneakers,74400,3,0.03,24840,1월
2021,Auto & Accessories,Car Body Covers,140400,4,0.04,21960,1월
2021,Fashion,Jeans,261600,1,0.03,157800,1월
2021,Fashion,Fossil Watch,190800,1,0.02,90960,1월
2021,Fashion,T - Shirts,297600,2,0.03,183720,1월
2021,Auto & Accessories,Tyre,300000,1,0.01,201000,1월
2021,Fashion,Running Shoes,268800,5,0.03,132480,1월
2021,Auto & Accessories,Bike Tyres,86400,5,0.03,17280,1월
2021,Fashion,Running Shoes,268800,2,0.02,162000,1월
2021,Fashion,Sneakers,74400,2,0.05,37200,1월
2021,Home & Furniture,Bed Sheets,253200,5,0.02,131880,1월
2021,Fashion,Fossil Watch,190800,3,0.05,66240,1월
2021,Fashion,Jeans,261600,4,0.04,123720,1월
2021,Auto & Accessories,Car Body Covers,140400,2,0.05,30360,1월
2021,Fashion,Casula Shoes,146400,3,0.01,45960,1월
2021,Auto & Accessories,Car Seat Covers,136800,3,0.05,20280,1월
2021,Home & Furniture,Shoe Rack,148800,4,0.05,23040,1월
2021,Fashion,Sports Wear,102000,4,0.04,25560,1월
2021,Auto & Accessories,Car Speakers,253200,4,0.02,136920,1월
2021,Auto & Accessories,Car Media Players,168000,3,0.05,46800,1월
2021,Home & Furniture,Sofas,80400,4,0.03,20160,1월
2021,Home & Furniture,Dinning Tables,142800,1,0.05,39720,1월
2021,Auto & Accessories,Car Body Covers,140400,1,0.05,37440,1월
2021,Auto & Accessories,Car & Bike Care,141600,4,0.04,22920,1월
2021,Home & Furniture,Sofas,80400,2,0.02,40200,1월
2021,Fashion,Sports Wear,102000,4,0.03,25560,1월
2021,Auto & Accessories,Bike Tyres,86400,5,0.04,17280,1월
2021,Auto & Accessories,Tyre,300000,4,0.05,144000,1월
2021,Fashion,T - Shirts,297600,1,0.01,198600,1월
2021,Auto & Accessories,Car Mat,64800,2,0.03,32400,1월
2021,Auto & Accessories,Tyre,300000,3,0.03,177000,1월
2021,Auto & Accessories,Car Body Covers,140400,5,0.03,23400,1월
2021,Fashion,Running Shoes,268800,4,0.04,129840,1월
2021,Fashion,Fossil Watch,190800,3,0.02,83400,1월
2021,Auto & Accessories,Car Pillow & Neck Rest,277200,5,0.03,139680,1월
2021,Auto & Accessories,Car Media Players,168000,3,0.05,46800,1월
2021,Home & Furniture,Sofas,80400,3,0.04,26760,1월
2021,Fashion,Fossil Watch,190800,1,0.02,90960,1월
2021,Fashion,Running Shoes,268800,4,0.01,162000,1월
2021,Auto & Accessories,Car Seat Covers,136800,4,0.03,24360,1월
2021,Auto & Accessories,Car Mat,64800,3,0.04,21600,1월
2021,Fashion,Sneakers,74400,4,0.02,18600,1월
2021,Fashion,Running Shoes,268800,1,0.03,164760,1월
2021,Fashion,T - Shirts,297600,3,0.04,165840,1월
2021,Home & Furniture,Dinner Crockery,159600,3,0.05,39720,1월
2021,Fashion,Shirts,235200,3,0.05,103920,1월
2021,Auto & Accessories,Bike Tyres,86400,4,0.05,21600,1월
2021,Home & Furniture,Shoe Rack,148800,4,0.03,34920,1월
2021,Fashion,Suits,130800,4,0.01,29520,1월
2021,Fashion,Fossil Watch,190800,1,0.01,92880,1월
2021,Home & Furniture,Umbrellas,84000,3,0.02,27960,1월
2021,Fashion,Sports Wear,102000,1,0.03,3000,1월
2021,Auto & Accessories,Tyre,300000,1,0.04,192000,1월
2021,Fashion,T - Shirts,297600,4,0.04,153960,1월
2021,Fashion,Running Shoes,268800,2,0.03,156720,1월
2021,Fashion,Titak watch,273600,2,0.01,172080,1월
2021,Fashion,Fossil Watch,190800,4,0.05,56640,1월
2021,Fashion,Shirts,235200,1,0.01,136800,1월
2021,Fashion,Suits,130800,4,0.04,13920,1월
2021,Fashion,Jeans,261600,4,0.01,155160,1월
2021,Auto & Accessories,Bike Tyres,86400,2,0.01,43200,1월
2021,Home & Furniture,Towels,273600,3,0.03,153000,1월
2021,Fashion,Fossil Watch,190800,1,0.04,87120,1월
2021,Auto & Accessories,Car Media Players,168000,2,0.02,65280,1월
2021,Fashion,Sneakers,74400,1,0.04,74400,1월
2021,Auto & Accessories,Car Body Covers,140400,2,0.05,30360,1월
2021,Auto & Accessories,Car & Bike Care,141600,2,0.03,37080,1월
2021,Fashion,Sports Wear,102000,4,0.05,25560,1월
2021,Auto & Accessories,Car Body Covers,140400,4,0.05,16320,1월
2021,Home & Furniture,Towels,273600,5,0.02,150240,1월
2021,Fashion,Shirts,235200,2,0.01,134520,1월
2021,Auto & Accessories,Car & Bike Care,141600,1,0.01,44160,1월
2021,Fashion,Casula Shoes,146400,5,0.04,21120,1월
2021,Fashion,Casula Shoes,146400,1,0.01,48960,1월
2021,Fashion,Shirts,235200,1,0.04,129840,1월
2021,Fashion,Fossil Watch,190800,1,0.02,90960,1월
2021,Auto & Accessories,Bike Tyres,86400,3,0.05,28800,1월
2021,Home & Furniture,Beds,93600,2,0.01,46800,1월
2021,Home & Furniture,Sofa Covers,259200,4,0.04,121680,1월
2021,Fashion,Formal Shoes,255600,3,0.03,136560,1월
2021,Auto & Accessories,Car Body Covers,140400,4,0.04,21960,1월
2021,Fashion,Fossil Watch,190800,4,0.02,79560,1월
2021,Auto & Accessories,Tyre,300000,4,0.03,168000,1월
2021,Home & Furniture,Dinning Tables,142800,5,0.03,25440,1월
2021,Fashion,Running Shoes,268800,3,0.03,148560,1월
2021,Fashion,T - Shirts,297600,1,0.02,195600,1월
2021,Auto & Accessories,Car Media Players,168000,4,0.03,51840,1월
2021,Auto & Accessories,Car Media Players,168000,3,0.01,66960,1월
2021,Auto & Accessories,Car Body Covers,140400,4,0.01,38760,1월
2021,Home & Furniture,Bed Sheets,253200,3,0.05,119280,1월
2021,Home & Furniture,Bed Sheets,253200,2,0.01,152160,1월
2021,Auto & Accessories,Car Mat,64800,1,0.04,64800,1월
2021,Fashion,Running Shoes,268800,5,0.01,159360,1월
2021,Home & Furniture,Towels,273600,1,0.02,172080,1월
2021,Fashion,Formal Shoes,255600,4,0.04,118680,1월
2021,Fashion,Sneakers,74400,3,0.04,24840,1월
2021,Fashion,Jeans,261600,1,0.05,152520,1월
2021,Fashion,Suits,130800,1,0.05,28320,1월
2021,Auto & Accessories,Tyre,300000,1,0.02,198000,1월
2021,Fashion,Sports Wear,102000,1,0.01,5040,1월
2021,Fashion,Suits,130800,3,0.02,27000,1월
2021,Auto & Accessories,Car Body Covers,140400,2,0.01,41640,1월
2021,Fashion,Running Shoes,268800,3,0.03,148560,1월
2021,Fashion,Jeans,261600,1,0.04,155160,1월
2021,Fashion,Suits,130800,1,0.01,33480,1월
2021,Auto & Accessories,Tyre,300000,1,0.02,198000,1월
2021,Fashion,Running Shoes,268800,3,0.02,156720,1월
2021,Auto & Accessories,Bike Tyres,86400,4,0.05,21600,1월
2021,Auto & Accessories,Bike Tyres,86400,1,0.01,86400,1월
2021,Fashion,Formal Shoes,255600,4,0.03,128880,1월
2021,Fashion,Suits,130800,5,0.02,21720,1월
2021,Auto & Accessories,Bike Tyres,86400,2,0.03,43200,1월
2021,Auto & Accessories,Car & Bike Care,141600,5,0.04,17280,1월
2021,Auto & Accessories,Car Pillow & Neck Rest,277200,4,0.01,170160,1월
2021,Home & Furniture,Beds,93600,1,0.01,93600,1월
2021,Auto & Accessories,Car Speakers,253200,3,0.04,126840,1월
2021,Fashion,Sneakers,74400,1,0.02,74400,1월
2021,Fashion,Shirts,235200,3,0.04,111000,1월
2021,Fashion,Suits,130800,1,0.03,30840,1월
2021,Fashion,Jeans,261600,3,0.02,149880,1월
2021,Auto & Accessories,Car & Bike Care,141600,5,0.04,17280,1월
2021,Fashion,Running Shoes,268800,3,0.03,148560,1월
2021,Home & Furniture,Shoe Rack,148800,4,0.05,23040,1월
2021,Fashion,Fossil Watch,190800,3,0.02,83400,1월
2021,Fashion,Casula Shoes,146400,2,0.01,47520,1월
2021,Fashion,Shirts,235200,1,0.05,127440,1월
2021,Home & Furniture,Beds,93600,4,0.03,23400,1월
2021,Fashion,Running Shoes,268800,2,0.05,145920,1월
2021,Fashion,Suits,130800,3,0.02,27000,1월
2021,Fashion,Formal Shoes,255600,4,0.05,108480,1월
2021,Fashion,Fossil Watch,190800,1,0.05,85320,1월
2021,Fashion,T - Shirts,297600,1,0.02,195600,1월
2021,Fashion,Formal Shoes,255600,4,0.05,108480,1월
2021,Fashion,Jeans,261600,1,0.05,152520,1월
2021,Fashion,Casula Shoes,146400,5,0.04,21120,1월
2021,Fashion,Suits,130800,3,0.04,19080,1월
2021,Home & Furniture,Shoe Rack,148800,1,0.01,51360,1월
2021,Fashion,Sports Wear,102000,1,0.03,3000,1월
2021,Fashion,T - Shirts,297600,2,0.04,177840,1월
2021,Fashion,Fossil Watch,190800,4,0.02,79560,1월
2021,Fashion,Formal Shoes,255600,3,0.04,128880,1월
2021,Auto & Accessories,Car Seat Covers,136800,1,0.03,36720,1월
2021,Fashion,Sneakers,74400,1,0.02,74400,1월
2021,Fashion,Casula Shoes,146400,3,0.01,45960,1월
2021,Fashion,Running Shoes,268800,4,0.05,119040,1월
2021,Auto & Accessories,Car & Bike Care,141600,5,0.03,24360,1월
2021,Auto & Accessories,Car Speakers,253200,1,0.02,152160,1월
2021,Fashion,Shirts,235200,3,0.03,118080,1월
2021,Fashion,Running Shoes,268800,5,0.03,132480,1월
2021,Fashion,Formal Shoes,255600,1,0.02,154440,1월
2021,Fashion,Sneakers,74400,4,0.02,18600,1월
2021,Auto & Accessories,Car Speakers,253200,4,0.04,116640,1월
2021,Fashion,Sports Wear,102000,1,0.01,5040,1월
2021,Fashion,Sneakers,74400,4,0.05,18600,1월
2021,Auto & Accessories,Car Body Covers,140400,5,0.03,23400,1월
2021,Fashion,Sports Wear,102000,2,0.03,51000,1월
2021,Auto & Accessories,Car Media Players,168000,1,0.03,66960,1월
2021,Auto & Accessories,Tyre,300000,3,0.01,195000,1월
2021,Auto & Accessories,Car Pillow & Neck Rest,277200,5,0.03,139680,1월
2021,Auto & Accessories,Car Speakers,253200,4,0.03,126840,1월
2021,Fashion,Jeans,261600,4,0.01,155160,1월
2021,Home & Furniture,Dinning Tables,142800,1,0.01,45360,1월
2021,Fashion,Formal Shoes,255600,5,0.04,108480,1월
2021,Auto & Accessories,Car & Bike Care,141600,1,0.04,39960,1월
2021,Auto & Accessories,Car Media Players,168000,2,0.01,68640,1월
2021,Fashion,Formal Shoes,255600,3,0.03,136560,1월
2021,Home & Furniture,Sofas,80400,5,0.01,16080,1월
2021,Home & Furniture,Beds,93600,4,0.05,23400,1월
2021,Fashion,Casula Shoes,146400,3,0.04,32880,1월
2021,Electronic,Mixer/Juicer,99600,4,0.05,24960,1월
2021,Home & Furniture,Shoe Rack,148800,4,0.01,46800,1월
2021,Home & Furniture,Umbrellas,84000,3,0.03,27960,1월
2021,Fashion,Suits,130800,1,0.03,30840,1월
2021,Fashion,Suits,130800,5,0.01,28320,1월
2021,Home & Furniture,Sofas,80400,3,0.02,26760,1월
2021,Fashion,Running Shoes,268800,2,0.05,145920,1월
2021,Fashion,Running Shoes,268800,1,0.05,159360,1월
2021,Fashion,Casula Shoes,146400,3,0.03,37200,1월
2021,Electronic,LED,230400,2,0.01,129840,1월
2021,Home & Furniture,Towels,273600,5,0.03,136560,1월
2021,Home & Furniture,Curtains,40800,5,0.02,8160,1월
2021,Fashion,Sneakers,74400,3,0.02,24840,1월
2021,Home & Furniture,Shoe Rack,148800,5,0.04,23040,1월
2021,Fashion,Formal Shoes,255600,5,0.03,121320,1월
2021,Fashion,Fossil Watch,190800,2,0.05,75720,1월
2021,Home & Furniture,Sofas,80400,4,0.01,20160,1월
2021,Fashion,Suits,130800,1,0.01,33480,1월
2021,Home & Furniture,Umbrellas,84000,1,0.02,84000,1월
2021,Fashion,Fossil Watch,190800,2,0.04,79560,1월
2021,Electronic,Speakers,156000,1,0.02,56880,1월
2021,Home & Furniture,Umbrellas,84000,5,0.03,16800,1월
2021,Home & Furniture,Dinning Tables,142800,3,0.03,33960,1월
2021,Home & Furniture,Beds,93600,5,0.05,18720,1월
2021,Home & Furniture,Beds,93600,1,0.04,93600,1월
2021,Fashion,Jeans,261600,2,0.03,149880,1월
2021,Fashion,Formal Shoes,255600,4,0.05,108480,1월
2021,Fashion,Sports Wear,102000,1,0.01,5040,1월
2021,Home & Furniture,Sofa Covers,259200,3,0.02,147600,1월
2021,Home & Furniture,Umbrellas,84000,2,0.04,42000,1월
2021,Home & Furniture,Dinner Crockery,159600,1,0.02,60360,1월
2021,Fashion,Suits,130800,1,0.02,32160,1월
2021,Fashion,Jeans,261600,3,0.03,142080,1월
2021,Home & Furniture,Dinning Tables,142800,1,0.03,42480,1월
2021,Fashion,Casula Shoes,146400,4,0.03,32880,1월
2021,Fashion,Sneakers,74400,4,0.05,18600,1월
2021,Home & Furniture,Beds,93600,4,0.05,23400,1월
2021,Fashion,T - Shirts,297600,1,0.05,186720,1월
2021,Fashion,Shirts,235200,1,0.02,134520,1월
2021,Home & Furniture,Umbrellas,84000,1,0.01,84000,1월
2021,Fashion,Sneakers,74400,5,0.04,14880,1월
2021,Home & Furniture,Curtains,40800,4,0.02,10200,1월
2021,Fashion,Shirts,235200,3,0.02,125040,1월
2021,Fashion,Titak watch,273600,4,0.03,144720,1월
2021,Home & Furniture,Beds,93600,1,0.02,93600,1월
2021,Fashion,Suits,130800,3,0.02,27000,1월
2021,Home & Furniture,Curtains,40800,1,0.04,40800,1월
2021,Home & Furniture,Towels,273600,4,0.01,166680,1월
2021,Home & Furniture,Umbrellas,84000,3,0.01,27960,1월
2021,Fashion,Shirts,235200,1,0.01,136800,1월
2021,Home & Furniture,Towels,273600,3,0.02,161160,1월
2021,Fashion,Fossil Watch,190800,1,0.01,92880,1월
2021,Fashion,Formal Shoes,255600,1,0.01,157080,1월
2021,Fashion,Casula Shoes,146400,4,0.02,38640,1월
2021,Home & Furniture,Sofa Covers,259200,4,0.02,142440,1월
2021,Home & Furniture,Bed Sheets,253200,2,0.04,136920,1월
2021,Fashion,Sports Wear,102000,1,0.05,960,1월
2021,Fashion,Jeans,261600,2,0.02,155160,1월
2021,Fashion,T - Shirts,297600,5,0.04,142080,1월
2021,Home & Furniture,Umbrellas,84000,3,0.01,27960,1월
2021,Fashion,Titak watch,273600,4,0.03,144720,1월
2021,Fashion,Shirts,235200,1,0.04,129840,1월
2021,Fashion,Casula Shoes,146400,2,0.03,41640,1월
2021,Electronic,Apple Laptop,300000,2,0.02,192000,1월
2021,Electronic,Mixer/Juicer,99600,2,0.01,1560,1월
2021,Fashion,Casula Shoes,146400,1,0.03,45960,1월
2021,Electronic,LED,230400,1,0.04,125160,1월
2021,Fashion,Formal Shoes,255600,1,0.01,157080,1월
2021,Home & Furniture,Umbrellas,84000,2,0.01,42000,1월
2021,Home & Furniture,Beds,93600,4,0.04,23400,1월
2021,Home & Furniture,Bed Sheets,253200,3,0.02,141960,1월
2021,Home & Furniture,Dinner Crockery,159600,1,0.05,55680,1월
2021,Home & Furniture,Shoe Rack,148800,4,0.02,40920,1월
2021,Fashion,Suits,130800,3,0.04,19080,1월
2021,Home & Furniture,Curtains,40800,4,0.02,10200,1월
2021,Electronic,LCD,78000,5,0.05,15600,1월
2021,Home & Furniture,Dinning Tables,142800,4,0.03,29640,1월
2021,Home & Furniture,Umbrellas,84000,1,0.04,84000,1월
2021,Fashion,Sports Wear,102000,5,0.04,20400,1월
2021,Fashion,Suits,130800,2,0.01,32160,1월
2021,Home & Furniture,Bed Sheets,253200,1,0.04,147120,1월
2021,Home & Furniture,Sofas,80400,1,0.05,80400,1월
2021,Fashion,Casula Shoes,146400,1,0.04,44520,1월
2021,Home & Furniture,Sofa Covers,259200,5,0.04,111360,1월
2021,Electronic,Speakers,156000,5,0.04,28800,1월
2021,Home & Furniture,Beds,93600,4,0.03,23400,1월
2021,Home & Furniture,Shoe Rack,148800,2,0.02,46800,1월
2021,Home & Furniture,Bed Sheets,253200,3,0.04,126840,1월
2021,Home & Furniture,Beds,93600,4,0.03,23400,1월
2021,Fashion,Casula Shoes,146400,3,0.05,28440,1월
2021,Home & Furniture,Sofa Covers,259200,3,0.02,147600,1월
2021,Fashion,Running Shoes,268800,5,0.05,105600,1월
2021,Fashion,Running Shoes,268800,4,0.02,151320,1월
2021,Home & Furniture,Dinner Crockery,159600,5,0.05,23760,1월
2021,Fashion,Suits,130800,5,0.02,21720,1월
2021,Home & Furniture,Umbrellas,84000,3,0.04,27960,1월
2021,Fashion,Suits,130800,5,0.04,8640,1월
2021,Fashion,T - Shirts,297600,4,0.01,189720,1월
2021,Home & Furniture,Beds,93600,4,0.02,23400,1월
2021,Home & Furniture,Shoe Rack,148800,4,0.03,34920,1월
2021,Home & Furniture,Sofa Covers,259200,1,0.04,152880,1월
2021,Fashion,T - Shirts,297600,5,0.03,156960,1월
2021,Home & Furniture,Sofas,80400,4,0.03,20160,1월
2021,Home & Furniture,Curtains,40800,5,0.05,8160,1월
2021,Fashion,Jeans,261600,2,0.04,144720,1월
2021,Electronic,Mouse,133200,3,0.04,21240,1월
2021,Home & Furniture,Sofas,80400,1,0.02,80400,1월
2021,Home & Furniture,Curtains,40800,3,0.03,13560,1월
2021,Fashion,Sports Wear,102000,4,0.01,1920,1월
2021,Fashion,Jeans,261600,1,0.01,162960,1월
2021,Home & Furniture,Umbrellas,84000,5,0.01,16800,1월
2021,Fashion,Formal Shoes,255600,3,0.05,121320,1월
2021,Fashion,Casula Shoes,146400,5,0.05,13800,1월
2021,Home & Furniture,Sofa Covers,259200,5,0.03,124320,1월
2021,Fashion,Sports Wear,102000,3,0.05,33960,1월
2021,Fashion,Casula Shoes,146400,2,0.03,41640,1월
2021,Home & Furniture,Beds,93600,1,0.02,93600,1월
2021,Fashion,Running Shoes,268800,1,0.05,159360,1월
2021,Fashion,Casula Shoes,146400,1,0.03,45960,1월
2021,Fashion,Fossil Watch,190800,2,0.04,79560,1월
2021,Home & Furniture,Sofas,80400,3,0.03,26760,1월
2021,Fashion,Casula Shoes,146400,5,0.05,13800,1월
2021,Fashion,Sneakers,74400,5,0.02,14880,1월
2021,Fashion,Suits,130800,2,0.02,29520,1월
2021,Home & Furniture,Bed Sheets,253200,1,0.03,149640,1월
2021,Home & Furniture,Shoe Rack,148800,2,0.02,46800,1월
2021,Home & Furniture,Shoe Rack,148800,1,0.03,48360,1월
2021,Fashion,Fossil Watch,190800,2,0.04,79560,1월
2021,Fashion,Fossil Watch,190800,1,0.01,92880,1월
2021,Fashion,Sneakers,74400,5,0.05,14880,1월
2021,Home & Furniture,Bed Sheets,253200,5,0.04,106560,1월
2021,Home & Furniture,Shoe Rack,148800,2,0.03,43920,1월
2021,Fashion,Sports Wear,102000,2,0.03,51000,1월
2021,Home & Furniture,Shoe Rack,148800,1,0.01,51360,1월
2021,Home & Furniture,Shoe Rack,148800,1,0.05,45360,1월
2021,Fashion,Sports Wear,102000,1,0.04,1920,1월
2021,Fashion,Fossil Watch,190800,2,0.03,83400,1월
2021,Home & Furniture,Dinner Crockery,159600,5,0.04,31680,1월
2021,Fashion,T - Shirts,297600,3,0.04,165840,1월
2021,Fashion,Casula Shoes,146400,4,0.05,21120,1월
2021,Home & Furniture,Curtains,40800,5,0.05,8160,1월
2021,Home & Furniture,Bed Sheets,253200,3,0.03,134400,1월
2021,Fashion,Running Shoes,268800,3,0.04,140520,1월
